,Unnamed: 0,Speech_Number,Para_No,date_x,sentances,old_sentiment,bitcoin_sentiment,digital_count
361,832,683,19,01/11/2018,"Some play with the idea to issue their own digital currencies, the Central Bank Digital Currency (CBDC), like Riksbank, the Reserve Bank of India, the People’s Bank of China, etc.",0,0,2
362,848,703,39,13/12/2018," 4 / 5 BIS central bankers' speeches34     Another field of research work can be around central bank digital currencies, or to use thebuzz word, CBDC.",0,1,1
363,849,703,39,13/12/2018,"Globally, there has been some discussion on the potential implications ofCBDCs, but this is still relatively green field thinking.",0,1,1
364,851,703,45,13/12/2018,"39     As an example, recently we collaborated with the Asian Bureau of Finance and EconomicResearch (ABFER) and NUS Business School to bring together global academics for ourWorkshop on Digital Currency Economics and Policy.",1,1,1
366,867,753,9,10/12/2018,The PoC’s design involve using digital currency backed by fiat currencies of the two nations.,0,1,1
367,870,778,39,27/11/2018,Another interesting example is the plan to prepare the infrastructure for Digital Currency.,0,1,1
368,871,778,39,27/11/2018,"In case the Central Bank of Kuwait decides to issue Digital Currency in the future, we will have the tools ready to go live.",0,1,1
369,876,783,7,01/01/2020,Evolutions like the rise of local currencies or the emergence of digital money such as privately issued cryptocurrencies will certainly not go unnoticed.,0,1,1
370,880,783,8,01/01/2020,"Finally, I will talk a little about the promises that the technology underpinning the rise of cryptocurrencies may hold for central banks, especially in view of the possible issuance of a central bank digital currency.",0,1,1
371,881,783,36,01/01/2020,"Secondly, some central banks have taken interest in DLT to serve as a platform for the issuance of a so-called “central bank digital currency” or “CBDC”25.",0,1,2
372,882,783,36,01/01/2020,"A CBDC can be defined as a central bank liability, denominated in an existing unit of account, which serves both as a medium of exchange and a store of value.",0,1,1
373,884,783,36,01/01/2020,"Indeed, as we have seen, central banks already provide digital money to commercial banks in the form of deposit liabilities26.",0,1,1
374,888,783,37,01/01/2020,"A general purpose CBDC, open to the public at large, would be a substitute or                                                       20  A. STEVENS, o.c., 81.",0,1,1
375,899,783,38,01/01/2020,"For a taxonomy of CBDCs and the money flower concept, see M. BECH and R. GARRATT, “Central bank cryptocurrencies”, BIS Quarterly Review, September 2017, 55-70.",0,1,1
376,902,783,38,01/01/2020,Whether the introduction of a CBDC is desirable depends on many different considerations.,1,1,1
377,903,783,38,01/01/2020,"More  research  should  therefore  be  devoted  to  the  benefits,  drawbacks  and implications of the issue of a CBDC.",-1,1,1
378,905,783,38,01/01/2020,"Central banks must, for example, take into account legal considerations when contemplating the issuance of general purpose or retail CBDCs.",0,1,1
379,907,783,38,01/01/2020,One question is whether CBDCs would have legal tender status just like euro banknotes and coins.,-1,1,1
380,908,783,38,01/01/2020,It may be necessary to extend the ECB’s monopoly to issue legal tender banknotes to CBDCs.,-1,1,1
381,910,783,38,01/01/2020,Issuing a CBDC that does not adequately comply with these and other supervisory and tax regimes would not be advisable28.,1,1,1
382,911,783,38,01/01/2020,It is currently not clear how AML requirements can be implemented practically for anonymous forms of CBDC.,0,1,1
383,913,783,41,01/01/2020,"On the issue of anonymity of CBDCs, see M. BECH and R. GARRATT, O.C., 65.",0,1,1
384,916,790,18,27/11/2018,"This collaboration by central bankers through bodies such as the Bank for International Settlements (BIS), the Financial Stability Board, the International Monetary Fund (IMF) and the World  Bank  has  produced  significant  analysis  in  the  fields  of  crypto-tokens, central-bank-issued digital currencies (CBDCs), artificial intelligence and distributed ledger technologies, to name a few.",2,1,1
385,922,790,31,27/11/2018,"Other central banks,  such  as  the  Swedish  Riksbank  and  the  Bank  of  Uruguay,  have  already experimented  with  CBDCs,  or  are  considering  a  more  retail-focused  or general-purpose CBDC",0,1,2
386,923,790,33,27/11/2018," To stay on the front foot, so to speak, the SARB is considering hosting a focused workshop on CBDCs in the coming year.",0,1,1
387,924,790,33,27/11/2018,We aim to attract the world’s leading thinkers on the topic to inform our own policy thinking on CBDCs.,1,1,1
388,927,828,4,22/11/2018,"Considerations for a cashless future1 Two years have passed since I asked the question of whether the Riksbank should issue digital money – the e-krona.2 Since then, we at the Riksbank have started an investigation and have been given the opportunity to analyse and discuss the mat-ter from several different angles.",-1,0,1
389,952,828,12,22/11/2018,"3, and Juks, R. (2018) “When a central bank digital currency meets private money: effects of an e-krona on banks”.",0,0,1
390,957,828,25,22/11/2018,"For example, we are working within the framework of the Swedish Retail Payments Council to survey the possibilities of making card payments and withdrawing cash in an offline situation, which is to                                                            14 See Mancini Griffoli, T., Martinez Peria, M. S., Agur, I., Ari, A., Kiff, J., Popescu, A., and Rochon, C. (2018) “Cast-ing Light on Central Bank Digital Currency”.",0,0,1
391,981,853,10,06/11/2018,These countries’ motives for being interested in central bank digital currency differ somewhat from our own.,0,0,1
392,991,853,17,06/11/2018,Another question that often arises is whether central bank digital currency can in-crease the risk of bank runs.,-1,0,1
393,1003,853,18,06/11/2018,It may also be the case that the banks become less likely to take risks if they know that they must take better care of their deposits.13 Many people react at the very idea of a central bank being able to issue digital money.,2,0,1
394,1012,853,22,06/11/2018,"In a world where we can send information around the world in real time, it may ap-pear strange that it takes such a long time and is so difficult to move digital money.",-1,0,1
395,1037,853,25,06/11/2018,We will therefore develop a pilot version of a central bank digital currency – an e-krona.,0,0,1
396,1043,853,28,06/11/2018,"Davoodalhosseini, S. Mohammad R. (2018), “Central Bank Digital Currency and Monetary Policy”, Staff Working Paper 2018-36, Bank of Canada, July 2018.",0,0,1
397,1044,853,28,06/11/2018,"Engert, Walter and Ben S. C. Fung (2017), “Central Bank Digital Currency: Motivations and Implications”, Staff Discussion Paper 2017-16, Bank of Canada, November 2017.",0,0,1
398,1052,853,29,06/11/2018,"Meaning, Jack, Ben Dyson, James Barker, and Emily Clayton, (2018), “Broadening narrow money: monetary policy with a central bank digital currency”, Staff Working Paper, no.",0,0,1
399,1055,853,29,06/11/2018,"Sedlabanki (2018), ”Ráfkróna?, Central bank digital currency interim report.” 2018.",0,0,1
400,1072,893,35,01/11/2018,Central bank digital currenciesAnother possibility is central bank digital currencies (CBDC).,0,0,1
401,1073,893,35,01/11/2018,A CBDC is a digital form of centralbank money made available to the general public.,0,0,1
402,1074,893,35,01/11/2018,"A number of central banks, including NorgesBank, are assessing whether introducing a CBDC would be advisable and, if so, in what form",0,0,1
403,1075,893,41,01/11/2018," 4 / 5 BIS central bankers' speechesFor  Norges  Bank,  the  question  is  whether  a  CBDC  could  supplement  cash  to  maintainconfidence in the monetary system and ensure that Norway’s future payment system is safe andefficient",-1,0,1
404,1076,893,42,01/11/2018,A list of factors that should be given weight in an assessment of whether Norges Bank shouldissue  a  CBDC  was  presented  by  a  Norges  Bank  working  group  in  May.,0,0,1
405,1078,893,42,01/11/2018,"The working group is focusing on the purposes of a CBDC, thesolutions that best serve these purposes and their impact.",1,0,1
406,1081,893,43,01/11/2018,A premise underlying the work is that a CBDC must not impair the ability of banks and otherfinancial institutions to provide credit,-1,0,1
407,1083,907,14,02/11/2018,"They are making digital money more like its physical counterpart – instant, anonymous and direct",0,1,1
408,1089,925,25,25/10/2018,"Some central banks have begun research and deliberation on the issuance of a central bank digital currency.8 In relation to the data revolution, economic statistics play a significant role.",0,0,1
409,1124,925,37,25/10/2018,"""Central Bank Digital Currency and the Future of Monetary Policy.""",0,0,1
410,1138,933,5,01/08/2018,"Indeed,  this  topic  is  now  gaining  great attention  and  being  lively  discussed  among  various  entities,  due  to  on-going  IT innovation, global developments of various cashless payment means including mobile payments, the emergence of crypto-assets and the idea of central bank digital currency.",3,0,1
411,1153,933,16,01/08/2018,The advancement of digital information technologies enables digital money to serve as a medium of exchange of information and data.,2,0,1
412,1172,933,19,01/08/2018,The Bank of Japan does not have a plan to issue its own digital currency that can be widely used for payments and settlements at this juncture.,0,0,1
413,1178,984,6,29/06/2018,"The issuance of Central Bank digital currency, which is a digital version of cash,could be seen as a natural consequence of the broader process of digitization of the financialsystem.",0,1,1
414,1180,984,6,29/06/2018,"Central Bank Digital CurrencyLadies and gentlemen, distributed ledger technology is currently reshaping the financial systemand is here to stay in one form or another.",0,1,1
415,1183,984,8,29/06/2018,Let’s face it: a central bank digital currency couldovercome the volatility risks of an unbacked asset with no intrinsic value.,-1,1,1
416,1186,1001,25,01/01/2020,"Somewhat related to this, the idea has been floated that central banks could issue their owndigital currency.",0,1,1
417,1187,1001,25,01/01/2020,"Let me be clear from the outset, a central bank digital currency is conceptuallyfundamentally different from the so-called crypto currencies.",0,1,1
418,1193,1001,25,01/01/2020,"Anysteps towards a CBDC should therefore be subject fo careful consideration, and further researchis warranted",0,1,1
419,1194,1010,19,01/08/2018,"Like several overseas central banks, the HKMA is studying the technical feasibilityand merit of Central Bank Issued Digital Currency (CBDC).",0,0,2
420,1195,1010,19,01/08/2018,"It is still early days, but itseems CBDC offers greater potential in wholesale than the retail area in terms ofpayment  and  settlement,  especially  in  the  cross-border  context.",1,0,1
421,1196,1010,19,01/08/2018,"However,  (f) considerably more research work is needed to analyse the relative merit of CBDCover the existing electronic or digital forms of payment in which central bank fundsare used, cleared and settled centrally.",0,0,1
422,1197,1010,19,01/08/2018,It is also necessary to assess the likelyimpact CBDC has on the monetary policy transmission mechanism.,0,0,1
423,1214,1019,4,01/08/2018,"Another project in the pipeline is “Project Inthanon”, an experiment on a new way of conducting interbank settlement using wholesale central bank digital currency.",0,0,1
424,1237,1020,35,01/10/2018,"Central bank digital currency At the Bank of Canada, we are also considering the potential implications of these developments for our own core functions.",0,0,1
425,1241,1020,36,01/10/2018,"In this context, one of our priorities is to explore under what conditions, if any, we might recommend to the government that we issue our own digital currency.",0,0,1
426,1242,1020,36,01/10/2018,"At the same time, we are studying key design questions related to a central bank digital currency (CBDC), such as what form it might take and whether it would be anonymous like cash.",-1,0,2
427,1244,1020,36,01/10/2018,The design of a CBDC has important implications for its risks and benefits.,0,0,1
428,1245,1020,36,01/10/2018,"For example, some major reasons for caution about a central bank digital currency are concerns that it could become a vehicle for illicit transactions or that it could have significant negative implications for financial intermediation.",-4,0,1
429,1249,1020,36,01/10/2018,"We are also exchanging information with other central banks, notably the Swedish Riksbank, which is well along in examining CBDCs.",0,0,1
432,1262,1040,68,17/09/2018,"The Central Bank’s digital currency initiative, for which we received expressions of interest throughSeptember 15th, is a financial inclusion, AML and economic efficiency prospect.",1,1,1
433,1266,1053,74,07/09/2018,"Witness our new dual mandate for inflation targeting and contributing to maximising sustainable employment;    the production and movement of our money (our sap) is under review, with new storage and distribution models, and the role of digital currency, being considered;    our payment and settlement systems and digital capability (our trunk) are being renewed, with a view to ongoing reliability, security from cyber-risks, and a move to the ‘cloud’;   our regulated financial institutions (the branches grafted on to Tāne Mahuta) are under review, including our relationship management with them, and our expectations of their business conduct, capital needs, failure management capabilities, and efficiency metrics; and    our people (the caretakers or kaitiaki) are being reinvigorated, with a focus on developing A Great Team, Best Central Bank vision",2,0,1
434,1276,1123,21,08/08/2018,"Digitalization of the payments system, adoption ofnew forms of electronic payments and stores of value, and the issuance of digital currencyfundamentally affect money demand.",0,1,1
435,1280,1139,36,26/06/2018,D. CENTRAL BANK DIGITAL CURRENCIES (CBDC)23.,0,1,1
436,1281,1139,36,26/06/2018,"As we talk about cross-border linkages, it would be remiss of me not to touch onCentral  Bank  Digital  Currencies  (CBDC).",0,1,1
437,1284,1139,36,26/06/2018,"In it, we distinguished between two types of CBDC: wholesale CBDC that is limited to selectedfinancial institutions, and general purpose currency for use by the public.",0,1,2
438,1285,1139,36,26/06/2018,"The report highlightedthe potential benefits in wholesale CBDC for more efficient and secure wholesale paymentsystems, although more exploration will be required to fully understand these benefits",1,1,1
439,1287,1139,37,26/06/2018,MAS started on our wholesale CBDC journey two years ago when we introduced adigital token representing the Singapore dollar on distributed ledger technology (DLT) to settleinterbank debts.,0,1,1
440,1290,1139,38,26/06/2018,"This year, MAS, Bank of Canada and Bank of England embarked on a project toexplore  how  wholesale  CBDC,  underpinned  by  DLT,  can  be  used  to  address  the",0,1,1
441,1292,1139,40,26/06/2018,"Benoit and my respective committees took a hard look at general purpose CBDC, –and there are many implications - including cost of bank funding, credit provision, and financialstability with the risk of deposits possibly taking flight to central banks during stress periods",-1,1,1
442,1297,1162,36,04/06/2018,(2017) ”Designing New Money - The Policy Trilemma of Central Bank Digital Currency”.,0,1,1
443,1299,1162,36,04/06/2018,(2017) ”Central Bank Digital Currency and the Future of Monetary Policy”.,0,1,1
444,1307,1162,42,04/06/2018,(2017) “Central Bank Digital Currency: Motivations and Implications”.,0,1,1
445,1313,1217,39,30/06/2018,"   In particular, we keep close track of the use of virtual currency for trading and fund-raisingthrough initial coin offerings (ICOs) and the emergence of private digital currencies and CentralBank-Issued Digital Currencies (CBDCs)",0,1,1
446,1316,1217,40,30/06/2018,"Presently, we are looking into theissue of CBDCs and what it means for the supply of credit and the impact on the financialsystem",0,1,1
447,1317,1219,1,26/06/2018,"In search of gold: Exploring central bank issued digital currency A speech delivered to The Point Conference in Auckland  On 26 June 2018 By Geoff Bascand, Deputy Governor   2   Introduction Kia ora and thank you to Payments New Zealand for the invitation to speak.",0,1,1
448,1320,1219,6,26/06/2018,"A central bank digital currency would be attractive to us if it could improve our currency distribution, payments efficiency and monetary or financial stability.",4,1,1
449,1322,1219,6,26/06/2018,We must explore both the pros and the cons before deciding to issue digital currency of our own to the public.,0,1,1
450,1327,1219,7,26/06/2018,3   digital currency.,0,1,1
451,1328,1219,7,26/06/2018,I’ll start by describing exactly what I mean by a central bank digital currency.,0,1,1
452,1329,1219,7,26/06/2018,I will then explore how issuing a central bank digital currency could impact some of the core central bank functions.,0,1,1
453,1330,1219,7,26/06/2018,I address three key questions: •  What could issuing a central bank digital currency mean for currency distribution?,-1,1,1
454,1331,1219,7,26/06/2018,•  Can a central bank digital currency improve the current inefficiencies in payments?,0,1,1
455,1332,1219,7,26/06/2018,•  Would issuing a central bank digital currency destabilise the financial system?,0,1,1
456,1333,1219,7,26/06/2018,To answer these questions I will draw from the material recently published in our central bank digital currency bulletin series.3,-1,1,1
457,1335,1219,8,26/06/2018,What is digital currency?,0,1,1
458,1336,1219,8,26/06/2018,"When I mention digital currency, or digital money, some of you might immediately think of crypto-currencies, like Bitcoin.",0,1,2
459,1340,1219,9,26/06/2018,"Digital currency includes all electronic forms of money that represent a store of value, medium of exchange (or payment) and unit of account.",0,1,1
460,1341,1219,12,26/06/2018,                                                   3 The central bank digital currency series comprises of three Reserve Bank Bulletins.,0,1,1
461,1342,1219,12,26/06/2018,The first article ‘What is digital currency?’ explains the various forms of digital currencies.,0,1,1
462,1344,1219,12,26/06/2018,"The third article ‘The pros and cons of central bank issued digital currencies’ explores the implications of issuing a digital currency for currency distribution, payments, monetary policy and financial stability.",1,1,1
463,1351,1219,13,26/06/2018,A central bank digital currency could take many different forms.,0,1,1
464,1352,1219,13,26/06/2018,"So in order to explore the pros and cons of a digital currency issued by a central bank, I will set out six assumptions regarding the type of digital currency we are discussing today",0,1,2
465,1353,1219,14,26/06/2018,Figure 2: Key assumptions for a central bank digital currency,0,1,1
466,1354,1219,15,26/06/2018,Our first assumption is that a central bank digital currency would be available to everyone.,0,1,1
467,1355,1219,15,26/06/2018,"The Reserve Bank of New Zealand already issues a digital currency to commercial banks, through their accounts with us.5 But we could also offer digital currency to the public via accounts, prepaid cards, or some other mechanism.",0,1,2
468,1356,1219,15,26/06/2018,"Secondly, this digital currency could be a crypto-currency and use distributed ledger technology.",0,1,1
469,1357,1219,15,26/06/2018,Or it could be a conventional digital currency and based on existing payment technology.,0,1,1
470,1364,1219,16,26/06/2018,"Third, this digital currency would co-circulate with banknotes and coins (and other privately issued currencies).",0,1,1
471,1366,1219,17,26/06/2018,"Fourth, a digital currency would be convertible to cash at a fixed rate rather than having a variable exchange rate.",0,1,1
472,1367,1219,17,26/06/2018,This would help develop trust in the value of the digital currency and would avoid introducing a dual currency system.,0,1,1
473,1369,1219,17,26/06/2018,This means that the digital currency issued by the central bank would operate like cash,0,1,1
474,1370,1219,18,26/06/2018,"Lastly, the central bank would not pay interest on balances of its digital currency.",0,1,1
475,1371,1219,18,26/06/2018,"Again, this assumption means that the digital currency issued by the central bank would operate more like cash, which does not earn interest",0,1,1
476,1372,1219,19,26/06/2018,"The pros and cons of issuing a central bank digital currency Now that we have established what we mean by central bank digital currency, we can begin our exploration of its pros and cons.",0,1,2
477,1375,1219,19,26/06/2018,What could issuing a digital currency mean for currency distribution?,0,1,1
478,1381,1219,19,26/06/2018,A digital currency has clear distributional benefits compared to banknotes as it does not need to be transported.,0,1,1
479,1383,1219,20,26/06/2018,"Issuing a central bank digital currency would also ensure public access to legal tender money regardless of the presence of cash.6 New Zealand is in the rare situation among advanced economies where we use electronic forms of payments for the majority of transactions,7 but are simultaneously seeing cash demand grow at a faster rate than GDP.",0,1,1
480,1391,1219,21,26/06/2018,"A digital currency would provide an alternative, electronic form of legal tender.",0,1,1
481,1392,1219,21,26/06/2018,Issuing a digital currency would also pose some currency distribution challenges:,-1,1,1
482,1394,1219,22,26/06/2018,"Significant investment in new infrastructure would be required to create, issue and maintain a digital currency network (issuing accounts or tokens to the public).",0,1,1
483,1401,1219,23,26/06/2018,Can a central bank digital currency improve on the current inefficiencies in payments?,0,1,1
484,1402,1219,24,26/06/2018,We are also interested in the payments efficiency aspects of a central bank digital currency.,1,1,1
485,1403,1219,24,26/06/2018,The payment implications differ depending on whether the central bank issued a conventional digital currency or a crypto-currency.,0,1,1
486,1405,1219,25,26/06/2018,"A central bank issued, conventional digital currency could improve settlement speed and transaction fees compared to existing payments.10 This is because the currency would be centralised and transactions would be settled by a central bank updating account balances.",1,1,1
487,1416,1219,32,26/06/2018,"However, any form of digital currency would leave an electronic record of transactions and so be less anonymous than cash.",0,1,1
488,1425,1219,32,26/06/2018,8   How would issuing a central bank digital currency impact the financial system?,0,1,1
489,1428,1219,33,26/06/2018,We could not issue a digital currency if it might undermine financial stability.,0,1,1
490,1429,1219,34,26/06/2018,Depositors might be attracted to a central bank digital currency as it is low risk.,0,1,1
491,1432,1219,35,26/06/2018," Firstly, if a large number of deposits were held in the digital currency rather than commercial bank accounts, then New Zealand banks might become more reliant on overseas wholesale funding.",0,1,1
492,1435,1219,36,26/06/2018,"Secondly, and relatedly, a central bank digital currency could reduce commercial bank resiliency to economic downturns.",-1,1,1
493,1437,1219,36,26/06/2018,"Further, commercial banks’ payment fee revenues could be diminished if a central bank digital currency offered cheaper domestic and cross-border transaction fees",-1,1,1
494,1438,1219,39,26/06/2018,"Thirdly, and more troubling, the presence of a low-risk digital currency could increase the probability and severity of bank runs during periods of system-wide instability—depositors could easily, and remotely, transfer large deposit holdings to a central bank digital currency during any wide-spread period of perceived financial instability",-1,1,2
495,1440,1219,49,26/06/2018,We have explored whether issuing a digital currency is one way we can use new technologies to better meet the needs of the public.,1,1,1
496,1441,1219,49,26/06/2018,At this stage it is yet to be seen that a central bank digital currency will bring conclusive benefits,1,1,1
497,1442,1219,50,26/06/2018, From a system-wide perspective the pros and cons of a central bank digital currency are mixed.,0,1,1
498,1443,1219,50,26/06/2018,Distributing a central bank digital currency could lead to both new costs and cost savings.,0,1,1
499,1445,1219,50,26/06/2018,The payments pros and cons depend on how the digital currency is                                                 15 The FMA is responsible for regulating crypto-currency issuers from the perspective of protecting retail investors and promoting orderly markets (as opposed to prudential regulation),-1,1,1
500,1449,1219,51,26/06/2018,"Judgement is required to weigh these findings, but it unlikely that a central bank digital currency would be issued if it posed large and significant risks to New Zealand’s financial system.",0,1,1
501,1451,1219,52,26/06/2018,But the Reserve Bank must be a considered prospector in the exploration for digital currency benefits—we have New Zealand’s currency and financial system at stake.,0,1,1
502,1452,1219,52,26/06/2018,"Currently, it is too early to determine whether a digital currency should be issued.",0,1,1
503,1455,1219,59,26/06/2018,"Wadsworth, A (2018a) ‘What is digital currency?’ Reserve Bank of New Zealand Bulletin, Vol 81.",0,1,1
504,1458,1219,61,26/06/2018,"Wadsworth, A (2018c) ‘The pros and cons of issuing a central bank digital currency’ Reserve Bank of New Zealand Bulletin, Vol 81.",0,1,1
505,1461,1229,5,03/08/2020,"In my speech I will try to explore some key issues in how money evolves, what is the keyinnovation in private digital currencies, what would a central bank digital currency be like andwhat might be the impact of introducing one for the central bank monetary policy",0,0,1
506,1462,1229,25,03/08/2020,Central Bank Digital Currencies (CBDC)I will now move to an interrelated discussion that focuses on the desirability of central banks toprovide digital currencies through distributed ledger technologies in a decentralized fashion,0,0,1
507,1464,1229,26,03/08/2020,"Central banks aredrawn to the idea of issuing a fast, efficient, digital currency that does not carry the cost ofsecuring, distributing and processing physical banknotes and coins and that can be tracked inreal time as it moves through the financial system.",1,0,1
508,1466,1229,26,03/08/2020,"The Bank of England was among the first central banks to take notice of the7feasibility of a central bank digital currency, and other monetary authorities have since followed",0,0,1
509,1467,1229,27,03/08/2020,CBDC is a potential new form of digital central bank money.,0,0,1
510,1468,1229,27,03/08/2020,"In the current banking system, onlycommercial banks hold digital money in deposit at the central bank, i.e.",0,0,1
511,1470,1229,27,03/08/2020,"By introducingan universally accessible CBDC, every household and business would be enabled to hold directclaims against the central bank.",0,0,1
512,1473,1229,27,03/08/2020,"This practice would make the digital currency a secure store of value, incentivizingindividuals and businesses to hold the CBDC.",0,0,2
513,1474,1229,27,03/08/2020,"One major issue, however, is whether the CBDCshould be an interest bearing asset or not",0,0,1
514,1475,1229,28,03/08/2020," 3 / 6 BIS central bankers' speechesThere are two cases:A) CBDC pays no interest, just like paper currency",0,0,1
515,1476,1229,29,03/08/2020,"In this case, households and companies would be incentivized to hold most of their liquid fundsin interest bearing deposit accounts at commercial banks, keeping the use of the digital currencyfairly modest.",0,0,1
516,1477,1229,29,03/08/2020,"However, this form of digital currency would constrain the ability of central banks topush interest rates below zero during periods of weak aggregate demand and deflation becausedepositors would swiftly move their funds into digital currency paying zero interest.",-1,0,2
517,1479,1229,30,03/08/2020,B) CBDC is introduced as an interest bearing currency,0,0,1
518,1480,1229,31,03/08/2020,"In this case, the central bank would pay interest for digital currency accounts held at the centralbank by individuals, companies and banks, similar to the deposit facility for commercial banks.",0,0,1
519,1481,1229,31,03/08/2020,"Ifthe digital currency bears interest, it will likely affect the demand for physical cash out ofcirculation, at least to a large extent.",0,0,1
520,1482,1229,31,03/08/2020,"In a recent working paper of Bank of England, CBDC isdefined as “a central bank granting universal, electronic, 24x7, national-currency-denominated8and interest-bearing access to its balance sheet”",0,0,1
521,1483,1229,32,03/08/2020,"Furthermore, with an interest bearing CBDC, still only if we assume that zero-interest bearingpaper currency eventually disappears, the constraint of an effective lower bound will be removedand thereby there will be no need for alternative monetary tools such as quantitative easing or9fiscal interventions",-1,0,1
522,1484,1229,33,03/08/2020,"Introducing CBDC as an interest bearing security has its merits, as explained above, but itcomes also with great risks.",1,0,1
523,1489,1229,34,03/08/2020,"There are other reasons why some central banks, for example in the Scandinavian countries,might view CBDC particularly favourably.",0,0,1
524,1493,1229,35,03/08/2020,Payment system efficiency seems to be also an objective in considering CBDC.,1,0,1
525,1496,1229,39,03/08/2020,"Yet, digital currency is something else",0,0,1
526,1497,1229,40,03/08/2020,I am not sure whether digital currency will become a substitute of cash in the near future sincemany important questions remain unanswered.,-1,0,1
527,1505,1259,2,07/06/2018,"These are complex questions, related to the consequences of the fourth industrial revolution in our society,2  within  which  central  bank  digital  currencies  (CBDC  in  short)  might  one  day  play  an important part",-1,0,1
528,1507,1259,3,07/06/2018,"Rather, I will focus on some general issues related to the digital transformation of our society, the pros and cons of digital cash (as a means of payment and store of value) and, before concluding, recall some of the open issues regarding CBDCs.",-1,0,1
529,1519,1259,7,07/06/2018,The issuance of CBDCs – a digital version of cash – could accordingly be seen as a natural consequence of the broader process of digitization of the financial system.,0,0,1
530,1521,1259,7,07/06/2018,Is the central bank missing out on the benefits of innovation by not issuing a CBDC?,1,0,1
531,1522,1259,7,07/06/2018,Crypto-assets (or virtual currencies as they were called before it was realized that they cannot perform the functions of money) are sometimes associated with digital currency.,0,0,1
532,1523,1259,7,07/06/2018,"Let me emphasize, though it is redundant for this audience, that CBDCs have nothing to do with crypto-assets such as Bitcoin.",0,0,1
533,1524,1259,7,07/06/2018,In fact – just like banknotes – a CBDC would be a liability of the central bank and would be backed by its assets.,0,0,1
534,1527,1259,7,07/06/2018,"For these reasons, the value of a CBDC would not suffer from the excessive volatility that affects crypto-assets.",-3,0,1
535,1529,1259,7,07/06/2018,The pros and cons of digital cash But let’s go back to the main question of today’s conference: should central banks issue a digital currency?,-1,0,1
536,1531,1259,7,07/06/2018,In this respect it is important to distinguish between the possible role of the digital currency as a means of payment and as a store of value.5                                                             5   These are two of the three functions of money.,0,0,1
537,1532,1259,7,07/06/2018,"The third one, money as a unit of account, is not relevant here, since a digital currency issued by the central banks would be denominated in the same unit as existing banknotes.",0,0,1
538,1533,1259,8,07/06/2018,"4CBDCs as a means of payment As a means of payment, a CBDC would add to the available digital payment services, thus increasing  the  degree  of  competition  in  this  sector.",0,0,2
539,1535,1259,8,07/06/2018,"Competition in the supply of payment services is already high, and the efficiency  of  the  system  will  increase  with  the  introduction  in  many  jurisdictions  of  instant payments – yet another alternative to cash.6 From this vantage point the advantages of a CBDC are at best unclear: its potential benefits in terms of improving the ease of transactions are probably insufficient to justify the involvement of central banks in an activity that is well served by private suppliers",3,0,1
540,1536,1259,9,07/06/2018,A  CBDC  could  nonetheless  improve  access  to  digital  payments  for  specific  groups  of consumers.,1,0,1
541,1538,1259,9,07/06/2018,A CBDC could offer them access to these tools at minimum or zero cost.,0,0,1
542,1549,1259,10,07/06/2018,"To the extent that consumers have no access to bank accounts – and thus to digital payment tools – for reasons other than cost, the introduction of a CBDC would not improve the situation.",1,0,1
543,1550,1259,10,07/06/2018,"Again, at this stage the available evidence is at best insufficient to justify introducing a CBDC, in spite of the importance of the goal of improving financial inclusion.9  The introduction of a digital means of payment could be justified by the objective of reducing the cost of cash i.e.",1,0,1
544,1556,1259,11,07/06/2018,Would the cost of providing a CBDC be lower than that of cash?,0,0,1
545,1564,1259,11,07/06/2018,This suggests that the overall costs of providing a means of payment may well decrease with the introduction of a CBDC.,0,0,1
546,1565,1259,11,07/06/2018,"The potential efficiency gains promised by new technological solutions such as Distributed Ledger Technology (DLT), though still unclear, could also help lower the cost of managing CBDCs",2,0,1
547,1566,1259,14,07/06/2018,6CBDCs as a store of value Another important function of money is as a store of value.,0,0,1
548,1567,1259,14,07/06/2018,"The cost of storing cash, a key factor in its use as a store of value, has been estimated at between 0.5 and 1 per cent of the value stored.11 Since it would be completely dematerialized, a CBDC would have very few or no storage costs and would be a convenient way for households and firms to keep liquid wealth.",0,0,1
549,1569,1259,14,07/06/2018,"In addition to being superior to cash as a store of value, a CBDC would be an asset with unique characteristics, free of credit and liquidity risk.",1,0,1
550,1571,1259,14,07/06/2018,"The consequences of this have caused concerns: a switch from bank deposits to a CBDC could lead to a funding shortfall in the banking system, with potential adverse effects on the supply and cost of lending to the real economy.",-3,0,1
551,1572,1259,14,07/06/2018,In extreme conditions the availability of a CBDC could even increase the risk of a digital bank run.,0,0,1
552,1573,1259,14,07/06/2018,The potential consequences of having a large portion of wealth structurally transferred from bank deposits into a CBDC could be significant for our financial system.,0,0,1
553,1577,1259,14,07/06/2018,"Second, banks can compete by offering services that CBDCs cannot, such as access  to  credit  and  payment  services.",0,0,1
554,1579,1259,17,07/06/2018,"7The magnitude of these effects will depend on the demand for CBDCs by the public, which in turn will vary according to the currency’s specific, yet still uncertain, characteristics – such as whether it would be remunerated or whether it would be account based or token based",0,0,1
555,1580,1259,18,07/06/2018,"Balancing the risks and benefits The risks and benefits of CBDCs are two sides of the same (digital) coin, related to the role of money as a means of payment and a store of value.",0,0,1
556,1581,1259,18,07/06/2018,"Recourse to a CBDC as a means of payment may well have benefits, but their precise nature is uncertain and they may still be too small to justify the introduction of a digital currency.",0,0,2
